0	@无敌九节虾: 还真的能判断，而且你也可以，都是简单的计算和画线，一共就一两招$中远海控(SH601919)$//@无敌九节虾:回复@早饭排队中	SH601919
1	$西部矿业(SH601168)$ $中远海控(SH601919)$ $华昌化工(SZ002274)$ 我满手周期股，一点都不方	SH601919
2	$中远海控(SH601919)$	SH601919
3	上海航运交易所班轮运价备案数据——5月生效即期运价8000+首先以美西航线，上海至长滩港40GP普货运价为例，贴一张我整理之后的班轮公司在上海航运交易所的备案运价表。根据五月份刚生效的备案运价表，总的来说各班轮公司的海上即期海上总运价基本在8000以上，这里我用的海上总运价是各公司基本运价+燃油附加费+旺季福利费+港口拥堵附加费+低硫燃油附加费等海上航行过程中的附加费，这些运费是目前港口拥堵的情况下，班轮公司必收的。其他的还有一些特殊费用，像超重超宽到付产生的费用就没有计算。关于备案流程及备案运价的时效性——一个月滞后期班轮公司将备案运价提交给上海航运交易所，由上航所受理并通过之后一个月生效，由于生效的运价存在一个月的滞后性，所以8000并不能准确反映5月即期市场的报价，只能作为参考。中远上次的运价备案还是2015年(备案基本运费1700)，距离2021年5月新的备案已经有6年的时间。这里主要说一点：新备案能够成功受理并生效，就说明运价已经得到交通部同意了，所以我理解的是监管对于8000＋的运价是认可的，并没有影响到中国的外贸秩序，这一点非常重要。现行的运价监管及备案制度的缺陷性——只能控制恶性低价竞争而对于运价走高无能为力下一次的班轮公司大规模的航运价格备案，我认为估计又得若干年以后了，因为根据交通部颁发的《国际集装箱班轮运价报备实施办法》，只有当班轮经营者备案的运价严重偏离同航线所有班轮经营者的平均运价水平，才会受到交通部《国际海运条例》的处罚，然后需要重新备案运价。当初建立这项备案监管系统的初衷是防止班轮公司在中日航线的恶性低价竞争，在如今三大航运联盟舱位互租的格局下，如果班轮公司在即期市场上为了招揽客户出现明显低于同行运价时，联盟内部其他成员就更加容易发现而且会强烈反对，同时市场监督部门也容易察觉并及时给予警告或处罚。一旦8000+航运价格得到了监管的批准，即便将来在市场走低的情况下，班轮公司也不敢轻易大幅降价来提高揽货量，它面对着监管和联盟的双重阻力。所以从监管制度层面来看，8000+运价一旦备案，下跌起来就会非常缓慢。当前运价备案系统及监管处罚政策能够有效遏制班轮公司之间的低价竞争，但是对于抑制运价的不良上涨存在严重缺陷性，因为在运价上涨过程中，考量运价合理不合理的标准不应该再是同行之间的运价水平，而应该是货主一方对于当前运价的承受能力，逻辑判断标准应当从同行一方转变为货主一方。在如今的三大联盟背景下，当市场环境持续高景气时，没有哪家班轮公司会单独冒险抬升价格，因为高运价会让货主选择其他班轮公司，同时受到监管的处罚。更可能会出现的情况是各联盟内部班轮公司协同缓慢提升运价，当运价超出之前备案运价较多时，再统一向上航所报送新一轮运价。这样一来就完美地避开了“备案运价严重超出市场平均运价的水平”监管规则。总结中远时隔6年再次向上航所提交了运价备案并成功生效，其他的方面不谈，仅从现行航运市场运价管理规则的角度来看，8000+的运价基本就是未来几年班轮航运市场上的定海神针，上涨容易下跌就难了。$中远海控(SH601919)$	SH601919
4	$中远海控(SH601919)$中远的业绩和CCFI指数的相关性更高一些，所以了解一下指数编制可能认知会更清晰：上海航交所CCFI 运价指数包含长协和即期，编委会为22 家船公司，反映船公司的历史结算价；SCFI 指数为即期订舱价格，编委会包含22 家船公司与26 家货主货代，反映当前与未来短期内运价趋势。这里SCFI指数的短期波动，可能跟货代仓位和报价波动有关？	SH601919
5	$中远海控(SH601919)$最新！各大船司海运运价涨价通知百运网8小时前还在拖延发货？还在期待运费下滑？别等了，又涨了！船司涨价通知来了！据百运网知悉，近日马士基预测：由于需求激增导致供应链瓶颈和缺箱状况将持续至2021年第四季度方能逐步回归正常，长荣海运负责人在此前就表示过拥堵需延迟到三季度左右的时间。拥堵缺箱无箱走并不意味着运费下调信号根据业内知名人士分析：该行业目前处于前所未有的业务上升周期顶峰，预估得到2022年运费才会有所下降，不过由于有利的供需增长趋势以及熟练的运力管理，航司将设法保持高利润。近日，各大船司纷纷呢发布新一轮的涨价通知，想必大家都看腻了涨价的新闻，但这确实存在...以下官网通知和官网截图均可直接发给买家：该下的单不要犹豫！“疯狂的海运市场”短期不会有所好转...以下的运费上涨通知，百运网收集了中国多地的出发航线，其中印度、土耳其等主要出口国也包含在内。↓百运网小程序国际物流免费查价查时效进入赫伯罗特6月1日起上调GRI，最高上调1200美元赫伯罗特宣布：自6月1日起（始发地收收货日）起，对东南亚地区至美国和加拿大的东行航线，上调综合费率上涨附加费（GRI）。该费用适用于干箱、冷藏箱以及敞顶箱等所有类型集装箱。收费标准为：所有20英尺集装箱，每箱收取960美元；所有40英尺集装箱，每箱收取1200美元。东亚地区包括：中国大陆、中国香港、中国台湾、中国澳门、日本、韩国、越南、柬埔寨、泰国、缅甸、新加坡、文莱、马来西亚、印度尼西亚、俄罗斯等太平洋沿岸地区。赫伯罗特特调涨中东至美国、印度、加拿大等航线GPI赫伯罗特自5月15日起调涨中东至美国、印度、加拿大航线的GRI，最高高达600美元，覆盖的地区包括：印度、孟加拉国、巴基斯坦、斯里兰卡、阿联酋、卡塔尔、巴林、阿曼、科威特、沙特阿拉伯、约旦和伊拉克。赫伯罗特调涨希腊至北美、土耳其、墨西哥航线运价赫伯罗特自6月1日起上调土耳其、希腊至北美、墨西哥航线运价，涨幅为500-1000美元。赫伯罗特在特定航线征收旺季附加费赫伯罗特自5月15日起对土耳其-北欧航线征收旺季附加费(PSS)。达飞调涨此航线，最高达1600美元！达飞6月1日起上调亚洲港口至美国、加拿大航线的GRI，最高上调1600美元/箱。达飞调涨此航线，最高达1600美元！MSC自6月1日起上调亚洲-美国航线的GRI以及燃油附加费，调涨幅度↓百运网小程序国际物流免费查价比价进入万海航运上调中国区出口至亚洲区运费	SH601919
6	$中远海控(SH601919)$昨天没有做T今天开盘被套，今天又没及时止损已追加投资	SH601919
7	$A.P. MOLLER-MAERSK(AMKBY)$	SH601919
8	虽然$A.P. MOLLER-MAERSK(AMKBY)$有戏，但$中远海控(SH601919)$还是跟$以星航运(ZIM)$的，哈哈哈	SH601919
9	"$中远海控(SH601919)$来来来,我当一回大仙按摩下大家.节后的价格走势和成交量像极了4/07之后的回调,算个命:下半周缩量到这几天一半左右,前高(17.7左右)企稳,回调幅度15-20%,我已备好资金,准备加仓,感觉良好..."	SH601919
10	$中远海控(SH601919)$	SH601919
11	今天大A算很坚强了，创业板从跌2%拉回来，主板收出了红盘！股王茅台放量大涨，带领白酒股狂拉指数，医药股也表现不俗，想不到拯救市场的，依然是喝酒吃药。虽然只是小涨，却彰显了大A的倔强；我们顶住了欧美，亚太股市股市的暴跌，走了一天独立行情，难得深V了一次。今天人口数据公布了，比想象中要好，所以二胎歇菜了，但消费、地产股拉升（不担心没接盘侠）。而老龄化导致养老概念爆发，人工智能也顺势崛起！今天涨幅最好的，是很多人不关心的ST板块。最近这段时间，st舍得翻了7倍，st众泰翻了5.5倍，st节能翻了4.5倍，st新光翻了3倍，炒什么周期抱团，都不如炒垃圾股，这个市场就这么奇葩。1、板块上，养老板块早盘再创新高，大湖股份、宜华健康、湖南发展3股涨停，开能健康暴涨20%。消息面，第七次全国人口普查结果公布，人口增长放缓。此前，“十四五”规划纲要草案将积极应对人口老龄化上升为国家战略。养老服务业或将成为最具潜力的“朝阳产业”。。2、4月主线板块医美板块在节后前2个交易日暴跌后，近2日已经连续展开反弹。叠加养老的开能健康20cm涨停，近期强势的悦心健康、澳洋健康晋级3板，宜华健康晋级2板。几大趋势股同样展开反弹，华东医药、贝泰妮、华熙生物、爱美谷均反弹超2%。从盘面看，以医美、医疗器械、白酒为代表的4月主线防御类板块和5月的市场主线“顺周期”之间呈现出明显的翘翘板效应，两者是相互抢夺资金的关系。这样对板块的轮动节奏要具有一定的预判性，一般来说，当一个主线板块持续爆发2至3个交易日后，往往是另一个风格相克的前期或近期主线板块具有一定性价比的潜伏机会。3、节后日均一跌停的证券板块今日迎来反弹，华创阳安率先拉升封板，湘财证券、国联证券、第一创业等纷纷跟涨。板块在创出去年7月以来的新低后，今日这个反弹暂时也只能看做是长期超跌后的反弹，其持续性仍有待进一步观察。券商板块自1月11日见顶后，长期处于阴跌状态，在这4个月期间，板块出现连续2个交易日以上阳线的次数仅有5次，持续性通常较差，操作难度较大。4、顺周期受昨日盘后商品期货利空影响全线调整，有色金属大跌，煤炭跌，钢铁跌。消息面，国内三家交易所发布提示函，通知要求上调对于热门交易品种的保证金和手续费。昨天周期股全面大涨，趋势股普遍走出加速走势，在连续大阳线偏离5日线较远后，本身就容易调整。在利空消息下，更是进一步引发了板块的剧烈调整。在没有指数共振配合下，“顺周期”要走出持续性大涨行情还是比较困难的，此前在春节后的行情中，周期股同样是借着节日期间外围商品期货大涨，迎来了短期大爆发，但持续的时间也仅3至4天，这个也是周期股炒作的一个特征之一，短线爆发力很强，但是往往是“快且短”的行情。$贵州茅台(SH600519)$$中远海控(SH601919)$5、4部门在京召开房地产税改革试点工作座谈会。四个实权部门召开房产税座谈会，很多人惊呼，房产税要动真格了。但过去几年都这么说过，然后就没有然后了！房产税光响雷不下雨，不是能不能的问题，而是引发的后果是什么？现在谁也说不清。现在的问题是，很多人掏空六个钱包买的房，都是大几百万的。比如北上广随便一套，就是3-5百万，你就按1%收，一年也得交3-5万，就算打个五折按0.5%收，一年也得好几万，这些钱多不多呢？对有多套房的土豪，可能并不算多，还可以通过出租来转嫁。但对只有一套房的，高价买的还还着按揭，你要他多掏几万块，看会不会出来骂娘！现在很多连几千物业费都收不齐，何况从兜里真金白银掏几万出来。有人说，每家一套免征？人均30平米免征？但买房都有离婚的，何况是收钱，只怕是上有政策下有对策。只怕到时候税没收多少，要让全世界看全民离婚的笑话了！所以目前情况下，只要还能卖地，房产税就不敢轻易推出来，因为征收难度和成本都太高了。当然还有一种可能，不会全国整齐划一征收，而是从部分城市改革试点。比如深房理的那个城市，拿利益团体开刀，拭目以待吧。今天地产股刚涨一天，就出来房产税的消息，明天相关股票又要呵呵，拿着三傻太难了！6、技术上，今天大盘探底回升，今天的低点应该是近期低点，后期大盘将以反弹为主，最终上攻目标还是看3500点附近，但前提是美股不能出现连续大跌，如果美股今晚继续大跌，那大盘就还有向下回踩3328点附近。这个概率虽然不大，但大家也要防患，所以，整体不建议大家追涨，特别是近期涨幅较大的钢铁、有色等板块。@今日话题@雪球达人秀	SH601919
12	$中远海控(SH601919)$今天格局了，为了锻炼下星辰大海的心态，感觉越跌心里越踏实，持股越有信心。感觉明天大概能用3—5个点的反弹	SH601919
13	不说啥了，今天太忙了，#中远海控# 今天补一点仓位。明天应该还是继续下调。今天很多股票尾盘都跳水了#小康股份# 	SH601919
14	$中远海控(SH601919)$每次回来做波段，持股体验都不错——股吧里都是按摩，睡眠质量特别好	SH601919
15	$中远海控(SH601919)$	SH601919
16	清仓中国平安，清仓上海机场，清仓华东医药，清仓隆基股份 全仓买进中远海控。只恨来雪球太晚，这么好的股票，以前居然没有发现。	SH601919
17	$中远海控(SH601919)$	SH601919
18	卖广誉远，买中远海控！	SH601919
19	$中远海控(SH601919)$ 缺箱缺舱！外贸企业大量产品积压，订单暴增但发货难！高运价、拥堵延误将成新常态：自去年下半年以来，集装箱市场需求飙升和集装箱短缺，极大地推高了运费，并在全球主要港口造成了广泛的拥堵。集装箱运输市场正朝着一个“新常态”发展，运费高企和市场的周期性回升可能会持续数年。托运人和物流公司都可能面临困难时期。海事分析机构Vespucci Maritime的分析师Lars Jensen表示，托运人和物流公司将面临着一系列艰难的年份，在2024年之前的周期性回升将有利于高运价的稳定，使集装箱航运公司受益。在DSV Panalpina周二举行的一次网络研讨会上，Jensen对这个相当混乱的集装箱市场进行了评估。到目前为止，2021年对集装箱航运来说是创纪录的一年，对托运人来说也是昂贵的一年。他指出，集装箱市场需求旺盛、缺箱、高运价和拥堵延误将成“新常态”，这主要是苏伊士运河堵塞和新冠病毒大流行共同作用的结果。“目前，我们需要4-6个月的时间才真正有机会使运营恢复正常。但这要求世界在某种程度上处于正常状态，而事实并非如此。”根据宁波航运交易所7号发布的“海上丝路指数”，宁波出口集装箱运价指数报收于2597.4点，再创历史新高。业内人士分析，今年9月以前，集装箱海运价格很难下降。数据显示，在全球21条航线中，有16条航线运价指数上涨，只有5条航线运价指数下跌。“海上丝绸之路”沿线地区主要港口中，12个港口运价指数上涨。宁波航交所一位行业分析师表示，欧洲航线一个高柜的运价已经突破了9500美元；地东、地西航线的运价已经突破了五位数；美东、美西航线的运价已经达到了5600美元和4400美元这样的水平。此外，5月和6月的跨太平洋航线已经“售罄”。波罗的海货运指数(FBX)的北欧地区本周上涨了5%，达到8127美元/FEU，与去年同期相比显著上涨了475%。地中海地区的FBX现货价格上涨了10%，至8868美元/FEU，因为来自亚洲的托运人都在争相寻找舱位，为了满足即将到来的夏季假期而紧急补仓。与12个月前相比，短期利率飙升了“不那么壮观”的345%。宁波集装箱货运指数评论报告称，由于对舱位的需求仍然很高，本周欧洲货物数量依旧相当可观。缺舱、缺箱！企业产品积压，发货难运价居高不下，主要原因是我国疫情形势平稳，大量海外订单扎堆涌入，主干航线出现阶段性运力不足。在浙江慈溪一家外贸企业，欧美订单已经排到8月份，因为缺舱、缺箱，每天发货不到10个集装箱，导致大量产品积压。浙江宁波某外贸企业副总经理劳佰生说道：“今天只到了9个集装箱，要是平时我们基本上每天集装箱都在30个以上，但是集装箱紧张，一箱难求；再加上集装箱的费用增加了很多，有的箱子要用钱去买，所以，对我们出货压力很大。”而介于货主和船东之间的物流企业，工作量更是提高了数倍，他们每天都在接货、找船间来回忙碌。浙江宁波某物流集团董事长称：“我们现在每天的订单超过一万多箱，现在实际出运的不到50%。缺舱、缺箱的情况依然存在。”	SH601919
20	$中国船舶(SH600150)$ $中远海控(SH601919)$	SH601919
21	转债应该明天后天还有一波弱的，暴利阶段过去了$重庆钢铁(SH601005)$ $小康股份(SH601127)$ $中远海控(SH601919)$ 	SH601919
22	我搞个回马枪烧脑，大家慢慢消化，海运这一块如果有误请资深船员指出。关于和中远海控的海铁联运。三月多大家调侃梦幻联动，其实这个是真的有东西的，但是我们很难验证。对于海控这样专业的海运公司，海铁联运这四个字或者“多式联运”是不会乱用的。一旦用了，我认为是指的英科的货是通过铁路到达港口再上海运的船再到目的地港口，而不是简单的坐个海运的火车到达港口上了买家安排的船就FOB了（这里理解有误的，老船员请指出）。这两者差别很大，一个是买家自己安排船，另一个是海控配合英科安排货柜和船。在海运极度错乱的时间点英科有能力搞定海运的话是一个很大加分项，可以多收钱。你再想想那10亿的应收账款，其实大概率来源于直到发布季报时也无法确认的收入（船没有到目的地港）。另外有一点就是关于PVC和丁腈的出厂价和零售终端价的问题。闲着的球友可以多找几个平台对比，在同一平台的同一品牌的两种手套的价格分别是多少，然后多对比几个。最终你会发现PVC所谓的跌价相较于丁腈反而没有那么传递到零售终端上。固然也跌了，但是价格的传导真的是出现了有趣的事情。研究这个所有网站的历史价格记录才能确定准确性，我是凭借记忆判断的。有兴趣的可以自己去深入研究。PVC厂家打破脑袋想出去，但是因为海运物流的原因使得占据了下风，而传统的情况下FOB是由买家安排船的。也就是说当今的PVC厂家遇到的巨大挑战的真正起源还有一大重要因素：海运错落被忽略了。大量产能是原始条件，而海运错乱是PVC跌价的催化剂。因为这个事情太复杂，我只能以一个简要的框架模型了描述。PVC厂家不得不卷起来以便抢得买家的青睐，而渠道商需要承担的是高昂的海运费用。从渠道商的角度来说，PVC出厂价20-25，终端零售价80-100；丁腈出厂价90-110，终端零售价180-200。你是否发现单位手套出货，在占据同样的仓储的情况下对于渠道商来说获利竟然差距越来越少了，而且渠道商做丁腈的生意更需要五倍于PVC的固定资金投入。而在几个月前PVC出厂价40-50，终端零售价150；丁腈出厂价120，终端零售价300时，渠道商能够获取的单位利润丁腈是PVC的两倍。在单位利润相差不大的时候，这是不符合常理的。所以这就是我说的价格传导出现了问题。PVC真的产能严重过剩了嘛？还是说其实大量的产能因为出口资质和海运的原因，无法抢占资源而不得不价格战吸引买家入局从而消化产能。这才使得经销商做所谓“产能过剩”的PVC的利润竟然能够比原来更加接近供不应求的丁腈的利润。说白了就是PVC厂商卷起来了，渠道商稳坐钓鱼台。至于到底过不过剩或许没有那么重要？有些绕，请大家慢慢消化，诸多细节其实不一定准确，但是我描述的是这一个怪异的趋势：经销商做“产能过剩”的PVC的利润竟然越来越接近出厂价较为稳定的供不应求的丁腈的利润。大家往往只关注手套厂家，但是忽略了中间环节的利益纠葛和商业博弈，及抉择。有意思不？是不是个新东西我再复读一下，你想想英科的十亿应收账款$英科医疗(SZ300677)$$中远海控(SH601919)$	SH601919
23	#中远海控#	SH601919
24	$中国海洋石油(00883)$ $中远海控(SH601919)$ $新城控股(SH601155)$    	SH601919
25	"$中远海控(SH601919)$  2021-05-11 船公司ONE部署在“中国-新加坡-马来西亚-印度” 航线上的一艘集装箱船“ATHENS BRIDGE”轮上,有12名船员新冠病毒(COVID-19)检测呈阳性。该船悬挂着巴拿马国旗，于4月22日离开印度。货轮上21名船员中共有12人确诊新冠肺炎，其中2人情况危重。菲律宾海岸警卫队(PCG)说，他们收到了“ATHENS BRIDGE”轮船长的请求，要求对两名船员进行医疗后送(medevac)，他们都需要紧急医疗护理。当时，这艘船位于马尼拉湾Corregidor岛以西12海里处。在获得检疫局(BOQ)和卫生部(DOH)许可后，Athens Bridge被定向到OSS Port of Manila指定的检疫锚地（隔离区）。"	SH601919
26	$中远海控(SH601919)$ 资料记录:最新股东户数变化常规情况下:股东户数下降，也就是说筹码持续集中。筹码持续集中过程中，户均持股市值上升，往往出现在大资金买入的情况下。附图:股东户数下降居前20的个股股东户数增长居前20的个股资料来源:巨潮资讯网	SH601919
27	$中远海控(SH601919)$$太钢不锈(SZ000825)$ $贵州茅台(SH600519)$ 转：台湾三剑客（长荣，阳明，万海）为何会成为台股最强最热门的龙头？首先讲讲ccfi运价指数上周2074.35点再次突破2000点并创出历史新高，Scfi运价上周3095.16点继续维持高位，运价指数每提高1点带来的利润都是不可估量的（比一个小盘古的年利润都高）而台股三剑客（长荣，阳明，万海）是如何走成台股最强的三大龙头，首先这三只股票每天的成交额占到台湾加权指数成交额的20%，而且是每天都如此，在A股你绝对看不到这种局面，以5月11日今天来说台湾加权指数当日成交额为7165亿台币，长荣成交额为791.046亿台币排名第一，阳明成交额为530.035亿台币排名第二，万海成交额为85.534亿台币排名第15名，台湾加权指数的中钢成交额也仅仅为339.142亿便排名第三，以上数据说明台股的三只海运股绝对是受到资本市场的追捧，海运板块在台湾市场看来就是最强最好目前最有投资价值的板块，这个A股为何始终对海运并不太受待见，跟市场的认知有很大关系，A股资金是多但是他们只会去炒作炒高泡沫的个股，除A股外全球资本市场都是对企业能创造多少价值才给予多高的市值，目前能被全球资本认为有高成长性的行业只有科技股，但大A独自创出白酒高成长价值股，所以A股的海控还没真正得到市场的认可，在台股港股美股这种成熟的股市对真正能够挣到大钱的企业是非常青睐的。上市公司 最低价 最高价 现价 最大涨幅 目前股价距离最低股价涨幅阳明 4.72 105.50 97.60 2135.17% 1967.80%长荣 8.90 100.00 95.60 1023.60% 974.16%万海 11.85 106.00 98.70 794.51% 732.91%中远海控（H股） 1.90 18.56 16.16 876.84% 750.53%中远海控（A股） 3.14 20.23 18.62 544.27% 492.99%以上数据一看就能够明白，虽说国内资金认知能力确实比外资查了很多，但是海控是块金子，而且是全球海运公司中最具备成为王冠的那块，因为海控将来是全球第一大贸易宗主国唯一的国际绝对集运龙头，我可以陪这帮内资耗，我成本足够低，一两天的跌幅对我影响不大，我继续维持我以往的观点，坚定持有。	SH601919
28	"五月的夜,虽然还未入夏,但已经可以感觉到空气的炎热。城市12点的街道上,基本已经没有来往的行人,喧嚣的城市迎来了安静。然而在这之后，空气中多了一些说不清道不明的东西 。老式的木床上面躺着一个身穿黑色睡衣的中年男人,疲惫的睁开双眼,摇了摇头。这是一个面积没有多大的老房子,屋内一张木床、一个衣柜以及一张书桌。从床上站起来后,他拿起枕头边上的手机,下意识的看了一眼。看着留言，谩骂声一片，作为一个大V尽被捶到如此地步，他点燃一根红双喜抽了起来。从高处跌进深渊，也不过因为中国平安这一只股票而已。回想年前，中国平安站在90块的位置，你们都叫我“小甜甜”，现在只不过回撤20%就变成了“刘夫人”。他暗骂道，活该你们这些韭菜亏钱，这都是有原因的。放下烟头，他打开了招行手机银行，看着卖书的收入，足足有3万多块，嘴角微微上扬，计划着明天在补4手中国平安！#股民的日常# #今天护个盘# #今天聊点啥#$中国平安(SH601318)$ $上海机场(SH600009)$ $中远海控(SH601919)$"	SH601919
29	$中远海控(SH601919)$	SH601919
30	$中远海控(SH601919)$	SH601919
31	今天得知朋友的中远海控，直接把今年前4个月的亏损掰回来，惊叹呆了。所以我在思考，我的中远海控在哪里，什么时候能掰回来，得出来的结果是：1.万华化学的仓位，重新再加回东方雨虹，万华目前看不到上涨的趋势，但是长线逻辑不变，但对我来说，需要集中有限的资金来增加使用效率，就是把目前滞涨的票调到处于上升通道票中，这一轮杀跌，东方雨虹表现还算抗跌，所有技术指标还在健康趋势中；2.融资账户剩余的额度也全部加进去东方雨虹；3.旗滨集团在创新高后，有回调需求，今年依旧看好，希望在做完东方雨虹后，再把资金集中加至旗滨集团；4.立讯精密，很无奈，不知道是否继续趴着，人生总有那么多的不知道，占用了我20%左右的资金，真的是无哭无泪；5.宁德时代，不管不顾没卵事。最近见客户比较勤快，希望尽快反弹，尽快掰回来。我们美丽的世界。	SH601919
32	$中远海控(SH601919)$	SH601919
33	$中远海控(SH601919)$	SH601919
